Mubicipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,1,"18,593","17,594",999,5.4
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,2,"18,733","17,798",935,5
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,3,"18,914","18,038",876,4.6
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,4,"18,970","18,226",744,3.9
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,5,"19,121","18,416",705,3.7
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,6,"19,091","18,214",877,4.6
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,7,"18,985","18,149",836,4.4
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,8,"18,727","17,916",811,4.3
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,9,"19,044","18,306",738,3.9
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,10,"18,962","18,166",796,4.2
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,11,"18,849","18,074",775,4.1
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,12,"18,776","17,778",998,5.3
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2018,13,"18,897","18,056",841,4.5
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,1,"12,802","12,142",660,5.2
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,2,"12,978","12,333",645,5
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,3,"13,015","12,401",614,4.7
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,4,"13,061","12,559",502,3.8
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,5,"13,084","12,577",507,3.9
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,6,"13,051","12,418",633,4.9
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,7,"12,806","12,195",611,4.8
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,8,"12,764","12,173",591,4.6
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,9,"12,926","12,367",559,4.3
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,10,"12,951","12,369",582,4.5
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,11,"12,890","12,336",554,4.3
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,12,"12,795","12,158",637,5
LINCOLN MICROPOLITAN STATISTICAL AREA,2018,13,"12,927","12,336",591,4.6
MACOMB MICROPOLITAN STATISTICAL AREA,2018,1,"13,426","12,734",692,5.2
MACOMB MICROPOLITAN STATISTICAL AREA,2018,2,"13,622","12,957",665,4.9
MACOMB MICROPOLITAN STATISTICAL AREA,2018,3,"13,610","12,965",645,4.7
MACOMB MICROPOLITAN STATISTICAL AREA,2018,4,"13,697","13,163",534,3.9
MACOMB MICROPOLITAN STATISTICAL AREA,2018,5,"13,681","13,120",561,4.1
MACOMB MICROPOLITAN STATISTICAL AREA,2018,6,"12,503","11,707",796,6.4
MACOMB MICROPOLITAN STATISTICAL AREA,2018,7,"12,303","11,513",790,6.4
MACOMB MICROPOLITAN STATISTICAL AREA,2018,8,"12,561","11,904",657,5.2
MACOMB MICROPOLITAN STATISTICAL AREA,2018,9,"13,828","13,227",601,4.3
MACOMB MICROPOLITAN STATISTICAL AREA,2018,10,"13,924","13,272",652,4.7
MACOMB MICROPOLITAN STATISTICAL AREA,2018,11,"13,799","13,209",590,4.3
MACOMB MICROPOLITAN STATISTICAL AREA,2018,12,"13,639","13,002",637,4.7
MACOMB MICROPOLITAN STATISTICAL AREA,2018,13,"13,383","12,731",652,4.9
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,1,"17,655","16,668",987,5.6
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,2,"17,762","16,805",957,5.4
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,3,"17,773","16,856",917,5.2
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,4,"17,891","17,089",802,4.5
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,5,"17,835","17,025",810,4.5
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,6,"17,966","16,947","1,019",5.7
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,7,"18,087","17,059","1,028",5.7
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,8,"17,617","16,660",957,5.4
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,9,"17,709","16,848",861,4.9
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,10,"17,774","16,896",878,4.9
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,11,"17,678","16,816",862,4.9
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,12,"17,633","16,690",943,5.3
MOUNT VERNON MICROPOLITAN STATISTICAL AREA,2018,13,"17,781","16,863",918,5.2
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,1,"76,294","71,206","5,088",6.7
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,2,"76,346","71,582","4,764",6.2
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,3,"77,126","72,624","4,502",5.8
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,4,"77,019","73,342","3,677",4.8
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,5,"77,488","73,954","3,534",4.6
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,6,"78,144","73,953","4,191",5.4
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,7,"77,842","73,721","4,121",5.3
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,8,"76,057","72,066","3,991",5.2
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,9,"76,228","72,705","3,523",4.6
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,10,"76,050","72,217","3,833",5
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,11,"75,607","71,655","3,952",5.2
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,12,"75,977","70,817","5,160",6.8
OTTAWA-PERU MICROPOLITAN STATISTICAL AREA,2018,13,"76,682","72,487","4,195",5.5
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,1,"16,406","15,603",803,4.9
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,2,"16,500","15,714",786,4.8
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,3,"16,569","15,832",737,4.4
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,4,"16,833","16,231",602,3.6
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,5,"16,935","16,315",620,3.7
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,6,"16,885","16,125",760,4.5
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,7,"17,035","16,292",743,4.4
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,8,"16,610","15,887",723,4.4
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,9,"16,790","16,126",664,4
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,10,"16,728","16,037",691,4.1
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,11,"16,491","15,843",648,3.9
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,12,"16,311","15,546",765,4.7
PONTIAC MICROPOLITAN STATISTICAL AREA,2018,13,"16,675","15,963",712,4.3
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,1,"37,697","36,120","1,577",4.2
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,2,"37,921","36,402","1,519",4
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,3,"38,088","36,631","1,457",3.8
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,4,"38,191","36,995","1,196",3.1
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,5,"38,369","37,189","1,180",3.1
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,6,"38,560","37,112","1,448",3.8
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,7,"38,406","37,015","1,391",3.6
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,8,"37,548","36,140","1,408",3.7
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,9,"37,893","36,559","1,334",3.5
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,10,"38,026","36,634","1,392",3.7
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,11,"37,748","36,461","1,287",3.4
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,12,"37,699","36,238","1,461",3.9
"QUINCY, IL-MO MICROPOLITAN STATISTICAL AREA",2018,13,"38,013","36,625","1,388",3.7
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,1,"25,156","23,653","1,503",6
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,2,"25,282","23,838","1,444",5.7
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,3,"25,393","24,059","1,334",5.3
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,4,"25,549","24,461","1,088",4.3
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,5,"25,686","24,682","1,004",3.9
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,6,"26,117","24,899","1,218",4.7
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,7,"25,750","24,592","1,158",4.5
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,8,"25,272","24,092","1,180",4.7
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,9,"25,357","24,289","1,068",4.2
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,10,"25,516","24,374","1,142",4.5
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,11,"25,482","24,113","1,369",5.4
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,12,"25,227","23,793","1,434",5.7
ROCHELLE MICROPOLITAN STATISTICAL AREA,2018,13,"25,482","24,237","1,245",4.9
STERLING MICROPOLITAN STATISTICAL AREA,2018,1,"28,051","26,587","1,464",5.2
STERLING MICROPOLITAN STATISTICAL AREA,2018,2,"28,140","26,743","1,397",5
STERLING MICROPOLITAN STATISTICAL AREA,2018,3,"28,260","26,986","1,274",4.5
STERLING MICROPOLITAN STATISTICAL AREA,2018,4,"28,768","27,686","1,082",3.8
STERLING MICROPOLITAN STATISTICAL AREA,2018,5,"28,972","27,926","1,046",3.6
STERLING MICROPOLITAN STATISTICAL AREA,2018,6,"29,174","27,835","1,339",4.6
STERLING MICROPOLITAN STATISTICAL AREA,2018,7,"28,734","27,436","1,298",4.5
STERLING MICROPOLITAN STATISTICAL AREA,2018,8,"28,532","27,269","1,263",4.4
STERLING MICROPOLITAN STATISTICAL AREA,2018,9,"28,683","27,491","1,192",4.2
STERLING MICROPOLITAN STATISTICAL AREA,2018,10,"28,784","27,533","1,251",4.3
STERLING MICROPOLITAN STATISTICAL AREA,2018,11,"28,640","27,453","1,187",4.1
STERLING MICROPOLITAN STATISTICAL AREA,2018,12,"28,700","27,238","1,462",5.1
STERLING MICROPOLITAN STATISTICAL AREA,2018,13,"28,620","27,349","1,271",4.4
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,1,"14,555","13,688",867,6
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,2,"14,669","13,839",830,5.7
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,3,"14,781","14,005",776,5.2
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,4,"14,905","14,255",650,4.4
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,5,"14,978","14,364",614,4.1
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,6,"15,172","14,370",802,5.3
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,7,"15,082","14,307",775,5.1
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,8,"14,793","14,036",757,5.1
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,9,"14,785","14,067",718,4.9
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,10,"14,767","14,029",738,5
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,11,"14,725","13,983",742,5
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,12,"14,649","13,776",873,6
TAYLORVILLE MICROPOLITAN STATISTICAL AREA,2018,13,"14,822","14,060",762,5.1
,,,,,,
COMBINED STATISTICAL AREAS,,,,,,
,,,,,,
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,1,"111,627","106,483","5,144",4.6
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,2,"114,335","109,413","4,922",4.3
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,3,"114,366","109,570","4,796",4.2
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,4,"114,962","110,956","4,006",3.5
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,5,"114,055","110,032","4,023",3.5
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,6,"112,385","107,202","5,183",4.6
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,7,"112,699","107,648","5,051",4.5
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,8,"111,234","106,440","4,794",4.3
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,9,"113,460","109,052","4,408",3.9
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,10,"114,365","109,596","4,769",4.2
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,11,"114,339","109,886","4,453",3.9
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,12,"112,399","107,344","5,055",4.5
BLOOMINGTON-PONTIAC COMBINED STATISTICAL AREA,2018,13,"113,352","108,635","4,717",4.2
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,1,"5,006,381","4,754,163","252,218",5
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,2,"5,053,171","4,808,680","244,491",4.8
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,3,"5,040,426","4,828,822","211,604",4.2
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,4,"5,010,702","4,821,631","189,071",3.8
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,5,"5,020,825","4,842,668","178,157",3.5
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,6,"5,129,794","4,896,232","233,562",4.6
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,7,"5,129,320","4,908,294","221,026",4.3
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,8,"5,048,109","4,839,277","208,832",4.1
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,9,"5,016,323","4,830,642","185,681",3.7
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,10,"5,045,539","4,848,253","197,286",3.9
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,11,"5,044,698","4,858,958","185,740",3.7
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,12,"5,039,798","4,832,885","206,913",4.1
"CHICAGO-NAPERVILLE, IL-IN-WI COMBINED STATISTICAL AREA",2018,13,"5,048,757","4,839,209","209,548",4.2
DIXON-STERLING COMBINED STATISTICAL AREA,2018,1,"45,914","43,551","2,363",5.1
DIXON-STERLING COMBINED STATISTICAL AREA,2018,2,"45,922","43,669","2,253",4.9
DIXON-STERLING COMBINED STATISTICAL AREA,2018,3,"46,126","44,052","2,074",4.5
DIXON-STERLING COMBINED STATISTICAL AREA,2018,4,"46,885","45,130","1,755",3.7
DIXON-STERLING COMBINED STATISTICAL AREA,2018,5,"47,050","45,338","1,712",3.6
DIXON-STERLING COMBINED STATISTICAL AREA,2018,6,"47,261","45,104","2,157",4.6
DIXON-STERLING COMBINED STATISTICAL AREA,2018,7,"46,973","44,923","2,050",4.4
DIXON-STERLING COMBINED STATISTICAL AREA,2018,8,"46,200","44,221","1,979",4.3
DIXON-STERLING COMBINED STATISTICAL AREA,2018,9,"46,528","44,664","1,864",4
DIXON-STERLING COMBINED STATISTICAL AREA,2018,10,"46,891","44,907","1,984",4.2
DIXON-STERLING COMBINED STATISTICAL AREA,2018,11,"46,478","44,519","1,959",4.2
DIXON-STERLING COMBINED STATISTICAL AREA,2018,12,"46,444","44,067","2,377",5.1
DIXON-STERLING COMBINED STATISTICAL AREA,2018,13,"46,556","44,512","2,044",4.4
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,1,"191,627","180,150","11,477",6
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,2,"192,446","181,257","11,189",5.8
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,3,"193,950","183,277","10,673",5.5
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,4,"193,017","184,113","8,904",4.6
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,5,"194,274","185,651","8,623",4.4
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,6,"196,118","185,793","10,325",5.3
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,7,"197,249","187,082","10,167",5.2
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,8,"194,321","184,463","9,858",5.1
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,9,"193,792","184,810","8,982",4.6
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,10,"194,517","184,997","9,520",4.9
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,11,"193,262","184,119","9,143",4.7
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,12,"192,286","181,380","10,906",5.7
PEORIA-CANTON COMBINED STATISTICAL AREA,2018,13,"193,905","183,924","9,981",5.1
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,1,"57,601","55,313","2,288",4
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,2,"57,952","55,612","2,340",4
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,3,"58,268","56,035","2,233",3.8
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,4,"58,346","56,570","1,776",3
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,5,"58,469","56,762","1,707",2.9
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,6,"58,922","56,856","2,066",3.5
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,7,"58,731","56,702","2,029",3.5
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,8,"57,290","55,274","2,016",3.5
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,9,"57,672","55,879","1,793",3.1
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,10,"58,023","56,208","1,815",3.1
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,11,"58,033","56,307","1,726",3
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,12,"57,679","55,653","2,026",3.5
QUINCY-HANNIBAL-MO COMBINED STATISTICAL AREA,2018,13,"58,083","56,098","1,985",3.4
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,1,"213,022","200,830","12,192",5.7
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,2,"213,920","202,015","11,905",5.6
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,3,"214,606","203,143","11,463",5.3
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,4,"214,250","204,629","9,621",4.5
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,5,"215,908","206,531","9,377",4.3
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,6,"218,835","207,511","11,324",5.2
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,7,"218,683","207,551","11,132",5.1
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,8,"215,102","203,840","11,262",5.2
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,9,"214,913","204,813","10,100",4.7
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,10,"215,711","204,748","10,963",5.1
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,11,"218,736","200,940","17,796",8.1
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,12,"215,552","202,719","12,833",6
ROCKFORD-FREEPORT-ROCHELLE COMBINED STATISTICAL AREA,2018,13,"215,770","204,106","11,664",5.4
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,1,"153,979","146,223","7,756",5
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,2,"155,190","147,763","7,427",4.8
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,3,"156,188","149,127","7,061",4.5
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,4,"156,131","150,271","5,860",3.8
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,5,"156,492","150,824","5,668",3.6
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,6,"157,509","150,294","7,215",4.6
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,7,"157,143","150,169","6,974",4.4
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,8,"156,863","149,848","7,015",4.5
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,9,"155,925","149,544","6,381",4.1
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,10,"155,789","149,044","6,745",4.3
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,11,"154,521","147,980","6,541",4.2
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,12,"154,054","146,217","7,837",5.1
SPRINGFIELD-JACKSONVILLE-LINCOLN COMBINED STATISTICAL AREA,2018,13,"155,815","148,942","6,873",4.4
,,,,,,
COUNTIES,,,,,,
,,,,,,
ADAMS COUNTY,2018,1,"32,634","31,223","1,411",4.3
ADAMS COUNTY,2018,2,"32,809","31,456","1,353",4.1
ADAMS COUNTY,2018,3,"32,973","31,685","1,288",3.9
ADAMS COUNTY,2018,4,"33,040","31,972","1,068",3.2
ADAMS COUNTY,2018,5,"33,184","32,133","1,051",3.2
ADAMS COUNTY,2018,6,"33,384","32,086","1,298",3.9
ADAMS COUNTY,2018,7,"33,354","32,120","1,234",3.7
ADAMS COUNTY,2018,8,"32,609","31,361","1,248",3.8
ADAMS COUNTY,2018,9,"32,891","31,672","1,219",3.7
ADAMS COUNTY,2018,10,"32,921","31,638","1,283",3.9
ADAMS COUNTY,2018,11,"32,696","31,524","1,172",3.6
ADAMS COUNTY,2018,12,"32,727","31,402","1,325",4
ADAMS COUNTY,2018,13,"32,935","31,689","1,246",3.8
ALEXANDER COUNTY,2018,1,"2,060","1,878",182,8.8
ALEXANDER COUNTY,2018,2,"2,069","1,892",177,8.6
ALEXANDER COUNTY,2018,3,"2,067","1,898",169,8.2
ALEXANDER COUNTY,2018,4,"2,067","1,921",146,7.1
ALEXANDER COUNTY,2018,5,"2,076","1,922",154,7.4
ALEXANDER COUNTY,2018,6,"2,118","1,917",201,9.5
ALEXANDER COUNTY,2018,7,"2,062","1,859",203,9.8
ALEXANDER COUNTY,2018,8,"2,035","1,872",163,8
ALEXANDER COUNTY,2018,9,"2,050","1,907",143,7
ALEXANDER COUNTY,2018,10,"2,064","1,922",142,6.9
ALEXANDER COUNTY,2018,11,"2,080","1,933",147,7.1
ALEXANDER COUNTY,2018,12,"2,089","1,924",165,7.9
ALEXANDER COUNTY,2018,13,"2,070","1,904",166,8
BOND COUNTY,2018,1,"7,710","7,315",395,5.1
BOND COUNTY,2018,2,"7,739","7,381",358,4.6
BOND COUNTY,2018,3,"7,767","7,435",332,4.3
BOND COUNTY,2018,4,"7,810","7,523",287,3.7
BOND COUNTY,2018,5,"7,873","7,589",284,3.6
BOND COUNTY,2018,6,"7,943","7,584",359,4.5
BOND COUNTY,2018,7,"7,928","7,585",343,4.3
BOND COUNTY,2018,8,"7,749","7,416",333,4.3
BOND COUNTY,2018,9,"7,809","7,499",310,4
BOND COUNTY,2018,10,"7,851","7,524",327,4.2
BOND COUNTY,2018,11,"7,797","7,476",321,4.1
BOND COUNTY,2018,12,"7,736","7,362",374,4.8
BOND COUNTY,2018,13,"7,809","7,474",335,4.3
BOONE COUNTY,2018,1,"26,475","24,756","1,719",6.5
BOONE COUNTY,2018,2,"26,565","24,909","1,656",6.2
BOONE COUNTY,2018,3,"26,552","25,018","1,534",5.8
BOONE COUNTY,2018,4,"26,367","25,167","1,200",4.6
BOONE COUNTY,2018,5,"26,515","25,419","1,096",4.1
BOONE COUNTY,2018,6,"26,955","25,533","1,422",5.3
BOONE COUNTY,2018,7,"26,983","25,584","1,399",5.2
BOONE COUNTY,2018,8,"26,426","25,085","1,341",5.1
BOONE COUNTY,2018,9,"26,356","25,223","1,133",4.3
BOONE COUNTY,2018,10,"26,436","25,198","1,238",4.7
BOONE COUNTY,2018,11,"27,187","24,669","2,518",9.3
BOONE COUNTY,2018,12,"26,672","24,986","1,686",6.3
BOONE COUNTY,2018,13,"26,624","25,129","1,495",5.6
BROWN COUNTY,2018,1,"2,836","2,751",85,3
BROWN COUNTY,2018,2,"2,825","2,753",72,2.5
BROWN COUNTY,2018,3,"2,852","2,772",80,2.8
BROWN COUNTY,2018,4,"2,869","2,801",68,2.4
BROWN COUNTY,2018,5,"2,919","2,853",66,2.3
BROWN COUNTY,2018,6,"2,921","2,846",75,2.6
BROWN COUNTY,2018,7,"2,926","2,852",74,2.5
BROWN COUNTY,2018,8,"2,868","2,793",75,2.6
BROWN COUNTY,2018,9,"2,911","2,841",70,2.4
BROWN COUNTY,2018,10,"2,937","2,864",73,2.5
BROWN COUNTY,2018,11,"2,885","2,821",64,2.2
BROWN COUNTY,2018,12,"2,885","2,796",89,3.1
BROWN COUNTY,2018,13,"2,886","2,812",74,2.6
BUREAU COUNTY,2018,1,"17,086","16,045","1,041",6.1
BUREAU COUNTY,2018,2,"17,094","16,117",977,5.7
BUREAU COUNTY,2018,3,"17,396","16,498",898,5.2
BUREAU COUNTY,2018,4,"17,639","16,926",713,4
BUREAU COUNTY,2018,5,"17,879","17,180",699,3.9
BUREAU COUNTY,2018,6,"17,997","17,166",831,4.6
BUREAU COUNTY,2018,7,"17,909","17,086",823,4.6
BUREAU COUNTY,2018,8,"17,381","16,571",810,4.7
BUREAU COUNTY,2018,9,"17,588","16,851",737,4.2
BUREAU COUNTY,2018,10,"17,512","16,700",812,4.6
BUREAU COUNTY,2018,11,"17,339","16,507",832,4.8
BUREAU COUNTY,2018,12,"17,305","16,264","1,041",6
BUREAU COUNTY,2018,13,"17,510","16,659",851,4.9
CALHOUN COUNTY,2018,1,"2,310","2,166",144,6.2
CALHOUN COUNTY,2018,2,"2,324","2,183",141,6.1
