Mubicipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
NORTH CHICAGO CITY,2018,11,"9,180","8,728",452,4.9
NORTH CHICAGO CITY,2018,12,"9,365","8,643",722,7.7
NORTH CHICAGO CITY,2018,13,"9,193","8,648",545,5.9
OAK FOREST CITY,2018,1,"14,716","13,968",748,5.1
OAK FOREST CITY,2018,2,"14,832","14,143",689,4.6
OAK FOREST CITY,2018,3,"14,737","14,193",544,3.7
OAK FOREST CITY,2018,4,"14,639","14,124",515,3.5
OAK FOREST CITY,2018,5,"14,654","14,173",481,3.3
OAK FOREST CITY,2018,6,"15,036","14,347",689,4.6
OAK FOREST CITY,2018,7,"14,957","14,374",583,3.9
OAK FOREST CITY,2018,8,"14,769","14,187",582,3.9
OAK FOREST CITY,2018,9,"14,645","14,137",508,3.5
OAK FOREST CITY,2018,10,"14,702","14,191",511,3.5
OAK FOREST CITY,2018,11,"14,725","14,235",490,3.3
OAK FOREST CITY,2018,12,"14,746","14,181",565,3.8
OAK FOREST CITY,2018,13,"14,763","14,188",575,3.9
OAK LAWN VILLAGE,2018,1,"27,784","26,428","1,356",4.9
OAK LAWN VILLAGE,2018,2,"28,046","26,759","1,287",4.6
OAK LAWN VILLAGE,2018,3,"27,902","26,854","1,048",3.8
OAK LAWN VILLAGE,2018,4,"27,706","26,723",983,3.5
OAK LAWN VILLAGE,2018,5,"27,735","26,815",920,3.3
OAK LAWN VILLAGE,2018,6,"28,395","27,146","1,249",4.4
OAK LAWN VILLAGE,2018,7,"28,347","27,196","1,151",4.1
OAK LAWN VILLAGE,2018,8,"27,902","26,843","1,059",3.8
OAK LAWN VILLAGE,2018,9,"27,715","26,748",967,3.5
OAK LAWN VILLAGE,2018,10,"27,882","26,849","1,033",3.7
OAK LAWN VILLAGE,2018,11,"27,941","26,933","1,008",3.6
OAK LAWN VILLAGE,2018,12,"27,889","26,830","1,059",3.8
OAK LAWN VILLAGE,2018,13,"27,937","26,844","1,093",3.9
OAK PARK VILLAGE,2018,1,"29,176","28,121","1,055",3.6
OAK PARK VILLAGE,2018,2,"29,468","28,473",995,3.4
OAK PARK VILLAGE,2018,3,"29,425","28,575",850,2.9
OAK PARK VILLAGE,2018,4,"29,269","28,435",834,2.8
OAK PARK VILLAGE,2018,5,"29,386","28,533",853,2.9
OAK PARK VILLAGE,2018,6,"30,038","28,885","1,153",3.8
OAK PARK VILLAGE,2018,7,"29,982","28,939","1,043",3.5
OAK PARK VILLAGE,2018,8,"29,566","28,563","1,003",3.4
OAK PARK VILLAGE,2018,9,"29,380","28,462",918,3.1
OAK PARK VILLAGE,2018,10,"29,543","28,570",973,3.3
OAK PARK VILLAGE,2018,11,"29,515","28,658",857,2.9
OAK PARK VILLAGE,2018,12,"29,403","28,549",854,2.9
OAK PARK VILLAGE,2018,13,"29,513","28,564",949,3.2
O'FALLON CITY,2018,1,"14,116","13,485",631,4.5
O'FALLON CITY,2018,2,"14,197","13,606",591,4.2
O'FALLON CITY,2018,3,"14,201","13,627",574,4
O'FALLON CITY,2018,4,"14,206","13,695",511,3.6
O'FALLON CITY,2018,5,"14,214","13,721",493,3.5
O'FALLON CITY,2018,6,"14,367","13,722",645,4.5
O'FALLON CITY,2018,7,"14,363","13,689",674,4.7
O'FALLON CITY,2018,8,"14,143","13,526",617,4.4
O'FALLON CITY,2018,9,"14,235","13,635",600,4.2
O'FALLON CITY,2018,10,"14,327","13,712",615,4.3
O'FALLON CITY,2018,11,"14,312","13,711",601,4.2
O'FALLON CITY,2018,12,"14,258","13,619",639,4.5
O'FALLON CITY,2018,13,"14,245","13,646",599,4.2
ORLAND PARK VILLAGE,2018,1,"29,680","28,527","1,153",3.9
ORLAND PARK VILLAGE,2018,2,"29,960","28,884","1,076",3.6
ORLAND PARK VILLAGE,2018,3,"29,879","28,987",892,3
ORLAND PARK VILLAGE,2018,4,"29,707","28,845",862,2.9
ORLAND PARK VILLAGE,2018,5,"29,754","28,945",809,2.7
ORLAND PARK VILLAGE,2018,6,"30,439","29,302","1,137",3.7
ORLAND PARK VILLAGE,2018,7,"30,369","29,357","1,012",3.3
ORLAND PARK VILLAGE,2018,8,"29,955","28,976",979,3.3
ORLAND PARK VILLAGE,2018,9,"29,811","28,873",938,3.1
ORLAND PARK VILLAGE,2018,10,"29,987","28,982","1,005",3.4
ORLAND PARK VILLAGE,2018,11,"29,993","29,072",921,3.1
ORLAND PARK VILLAGE,2018,12,"29,888","28,962",926,3.1
ORLAND PARK VILLAGE,2018,13,"29,952","28,976",976,3.3
OSWEGO VILLAGE,2018,1,"18,973","18,230",743,3.9
OSWEGO VILLAGE,2018,2,"19,185","18,476",709,3.7
OSWEGO VILLAGE,2018,3,"19,104","18,527",577,3
OSWEGO VILLAGE,2018,4,"19,028","18,468",560,2.9
OSWEGO VILLAGE,2018,5,"19,066","18,534",532,2.8
OSWEGO VILLAGE,2018,6,"19,528","18,751",777,4
OSWEGO VILLAGE,2018,7,"19,532","18,792",740,3.8
OSWEGO VILLAGE,2018,8,"19,192","18,552",640,3.3
OSWEGO VILLAGE,2018,9,"19,089","18,501",588,3.1
OSWEGO VILLAGE,2018,10,"19,193","18,573",620,3.2
OSWEGO VILLAGE,2018,11,"19,179","18,611",568,3
OSWEGO VILLAGE,2018,12,"19,105","18,503",602,3.2
OSWEGO VILLAGE,2018,13,"19,181","18,543",638,3.3
PALATINE VILLAGE,2018,1,"38,384","36,821","1,563",4.1
PALATINE VILLAGE,2018,2,"38,796","37,282","1,514",3.9
PALATINE VILLAGE,2018,3,"38,715","37,415","1,300",3.4
PALATINE VILLAGE,2018,4,"38,393","37,232","1,161",3
PALATINE VILLAGE,2018,5,"38,368","37,361","1,007",2.6
PALATINE VILLAGE,2018,6,"39,211","37,821","1,390",3.5
PALATINE VILLAGE,2018,7,"39,207","37,892","1,315",3.4
PALATINE VILLAGE,2018,8,"38,606","37,400","1,206",3.1
PALATINE VILLAGE,2018,9,"38,385","37,267","1,118",2.9
PALATINE VILLAGE,2018,10,"38,600","37,408","1,192",3.1
PALATINE VILLAGE,2018,11,"38,614","37,525","1,089",2.8
PALATINE VILLAGE,2018,12,"38,641","37,382","1,259",3.3
PALATINE VILLAGE,2018,13,"38,661","37,401","1,260",3.3
PARK FOREST VILLAGE,2018,1,"9,824","9,165",659,6.7
PARK FOREST VILLAGE,2018,2,"9,916","9,281",635,6.4
PARK FOREST VILLAGE,2018,3,"9,851","9,312",539,5.5
PARK FOREST VILLAGE,2018,4,"9,831","9,269",562,5.7
PARK FOREST VILLAGE,2018,5,"9,810","9,301",509,5.2
PARK FOREST VILLAGE,2018,6,"10,128","9,415",713,7
PARK FOREST VILLAGE,2018,7,"10,130","9,433",697,6.9
PARK FOREST VILLAGE,2018,8,"9,966","9,311",655,6.6
PARK FOREST VILLAGE,2018,9,"9,829","9,278",551,5.6
PARK FOREST VILLAGE,2018,10,"9,922","9,314",608,6.1
PARK FOREST VILLAGE,2018,11,"9,888","9,341",547,5.5
PARK FOREST VILLAGE,2018,12,"9,856","9,304",552,5.6
PARK FOREST VILLAGE,2018,13,"9,912","9,310",602,6.1
PARK RIDGE CITY,2018,1,"19,075","18,374",701,3.7
PARK RIDGE CITY,2018,2,"19,240","18,604",636,3.3
PARK RIDGE CITY,2018,3,"19,211","18,670",541,2.8
PARK RIDGE CITY,2018,4,"19,120","18,579",541,2.8
PARK RIDGE CITY,2018,5,"19,167","18,643",524,2.7
PARK RIDGE CITY,2018,6,"19,606","18,873",733,3.7
PARK RIDGE CITY,2018,7,"19,578","18,908",670,3.4
PARK RIDGE CITY,2018,8,"19,275","18,662",613,3.2
PARK RIDGE CITY,2018,9,"19,162","18,596",566,3
PARK RIDGE CITY,2018,10,"19,265","18,667",598,3.1
PARK RIDGE CITY,2018,11,"19,233","18,725",508,2.6
PARK RIDGE CITY,2018,12,"19,153","18,653",500,2.6
PARK RIDGE CITY,2018,13,"19,257","18,663",594,3.1
PEKIN CITY,2018,1,"14,937","13,928","1,009",6.8
PEKIN CITY,2018,2,"14,997","14,005",992,6.6
PEKIN CITY,2018,3,"15,106","14,163",943,6.2
PEKIN CITY,2018,4,"14,927","14,222",705,4.7
PEKIN CITY,2018,5,"15,028","14,338",690,4.6
PEKIN CITY,2018,6,"15,248","14,366",882,5.8
PEKIN CITY,2018,7,"15,351","14,479",872,5.7
PEKIN CITY,2018,8,"15,075","14,267",808,5.4
PEKIN CITY,2018,9,"14,995","14,289",706,4.7
PEKIN CITY,2018,10,"15,069","14,293",776,5.1
PEKIN CITY,2018,11,"14,973","14,228",745,5
PEKIN CITY,2018,12,"14,916","14,016",900,6
PEKIN CITY,2018,13,"15,052","14,216",836,5.6
PEORIA CITY,2018,1,"51,298","48,233","3,065",6
PEORIA CITY,2018,2,"51,486","48,499","2,987",5.8
PEORIA CITY,2018,3,"51,941","48,993","2,948",5.7
PEORIA CITY,2018,4,"51,790","49,133","2,657",5.1
PEORIA CITY,2018,5,"52,097","49,470","2,627",5
PEORIA CITY,2018,6,"52,658","49,571","3,087",5.9
PEORIA CITY,2018,7,"53,035","49,942","3,093",5.8
PEORIA CITY,2018,8,"52,302","49,316","2,986",5.7
PEORIA CITY,2018,9,"52,090","49,356","2,734",5.2
PEORIA CITY,2018,10,"52,317","49,390","2,927",5.6
PEORIA CITY,2018,11,"52,007","49,225","2,782",5.3
PEORIA CITY,2018,12,"51,731","48,571","3,160",6.1
PEORIA CITY,2018,13,"52,063","49,142","2,921",5.6
PLAINFIELD VILLAGE,2018,1,"22,626","21,761",865,3.8
PLAINFIELD VILLAGE,2018,2,"22,873","22,051",822,3.6
PLAINFIELD VILLAGE,2018,3,"22,781","22,111",670,2.9
PLAINFIELD VILLAGE,2018,4,"22,678","22,030",648,2.9
PLAINFIELD VILLAGE,2018,5,"22,731","22,104",627,2.8
PLAINFIELD VILLAGE,2018,6,"23,273","22,367",906,3.9
PLAINFIELD VILLAGE,2018,7,"23,242","22,413",829,3.6
PLAINFIELD VILLAGE,2018,8,"22,868","22,132",736,3.2
PLAINFIELD VILLAGE,2018,9,"22,698","22,067",631,2.8
PLAINFIELD VILLAGE,2018,10,"22,847","22,153",694,3
PLAINFIELD VILLAGE,2018,11,"22,829","22,207",622,2.7
PLAINFIELD VILLAGE,2018,12,"22,708","22,090",618,2.7
PLAINFIELD VILLAGE,2018,13,"22,846","22,124",722,3.2
QUINCY CITY,2018,1,"19,390","18,542",848,4.4
QUINCY CITY,2018,2,"19,483","18,680",803,4.1
QUINCY CITY,2018,3,"19,574","18,816",758,3.9
QUINCY CITY,2018,4,"19,634","18,987",647,3.3
QUINCY CITY,2018,5,"19,734","19,082",652,3.3
QUINCY CITY,2018,6,"19,882","19,055",827,4.2
QUINCY CITY,2018,7,"19,872","19,075",797,4
QUINCY CITY,2018,8,"19,418","18,624",794,4.1
QUINCY CITY,2018,9,"19,588","18,809",779,4
QUINCY CITY,2018,10,"19,592","18,789",803,4.1
QUINCY CITY,2018,11,"19,449","18,721",728,3.7
QUINCY CITY,2018,12,"19,429","18,648",781,4
QUINCY CITY,2018,13,"19,587","18,819",768,3.9
ROCKFORD CITY,2018,1,"65,989","61,819","4,170",6.3
ROCKFORD CITY,2018,2,"66,312","62,196","4,116",6.2
ROCKFORD CITY,2018,3,"66,512","62,392","4,120",6.2
ROCKFORD CITY,2018,4,"66,225","62,675","3,550",5.4
ROCKFORD CITY,2018,5,"66,858","63,212","3,646",5.5
ROCKFORD CITY,2018,6,"67,881","63,509","4,372",6.4
ROCKFORD CITY,2018,7,"67,934","63,600","4,334",6.4
ROCKFORD CITY,2018,8,"66,899","62,497","4,402",6.6
ROCKFORD CITY,2018,9,"66,638","62,798","3,840",5.8
ROCKFORD CITY,2018,10,"67,076","62,759","4,317",6.4
ROCKFORD CITY,2018,11,"69,088","61,517","7,571",11
ROCKFORD CITY,2018,12,"67,249","62,438","4,811",7.2
ROCKFORD CITY,2018,13,"67,055","62,618","4,437",6.6
ROCK ISLAND CITY,2018,1,"17,887","16,837","1,050",5.9
ROCK ISLAND CITY,2018,2,"17,893","16,890","1,003",5.6
ROCK ISLAND CITY,2018,3,"17,978","17,016",962,5.4
ROCK ISLAND CITY,2018,4,"18,004","17,187",817,4.5
ROCK ISLAND CITY,2018,5,"18,204","17,334",870,4.8
ROCK ISLAND CITY,2018,6,"18,468","17,407","1,061",5.7
ROCK ISLAND CITY,2018,7,"18,494","17,438","1,056",5.7
ROCK ISLAND CITY,2018,8,"18,177","17,115","1,062",5.8
ROCK ISLAND CITY,2018,9,"18,157","17,204",953,5.2
ROCK ISLAND CITY,2018,10,"18,202","17,209",993,5.5
ROCK ISLAND CITY,2018,11,"18,199","17,249",950,5.2
ROCK ISLAND CITY,2018,12,"18,108","17,077","1,031",5.7
ROCK ISLAND CITY,2018,13,"18,148","17,164",984,5.4
ROMEOVILLE VILLAGE,2018,1,"19,725","18,551","1,174",6
ROMEOVILLE VILLAGE,2018,2,"19,918","18,798","1,120",5.6
ROMEOVILLE VILLAGE,2018,3,"19,736","18,850",886,4.5
ROMEOVILLE VILLAGE,2018,4,"19,645","18,780",865,4.4
ROMEOVILLE VILLAGE,2018,5,"19,614","18,844",770,3.9
ROMEOVILLE VILLAGE,2018,6,"20,101","19,067","1,034",5.1
ROMEOVILLE VILLAGE,2018,7,"20,048","19,107",941,4.7
ROMEOVILLE VILLAGE,2018,8,"19,716","18,868",848,4.3
ROMEOVILLE VILLAGE,2018,9,"19,565","18,811",754,3.9
ROMEOVILLE VILLAGE,2018,10,"19,703","18,885",818,4.2
ROMEOVILLE VILLAGE,2018,11,"19,643","18,931",712,3.6
ROMEOVILLE VILLAGE,2018,12,"19,614","18,832",782,4
ROMEOVILLE VILLAGE,2018,13,"19,752","18,860",892,4.5
ROUND LAKE BEACH VILLAGE,2018,1,"15,303","13,776","1,527",10
ROUND LAKE BEACH VILLAGE,2018,2,"15,441","13,878","1,563",10.1
ROUND LAKE BEACH VILLAGE,2018,3,"15,437","13,929","1,508",9.8
ROUND LAKE BEACH VILLAGE,2018,4,"15,029","14,040",989,6.6
ROUND LAKE BEACH VILLAGE,2018,5,"14,843","14,172",671,4.5
ROUND LAKE BEACH VILLAGE,2018,6,"15,059","14,342",717,4.8
ROUND LAKE BEACH VILLAGE,2018,7,"15,191","14,448",743,4.9
ROUND LAKE BEACH VILLAGE,2018,8,"14,817","14,158",659,4.4
ROUND LAKE BEACH VILLAGE,2018,9,"14,732","14,166",566,3.8
ROUND LAKE BEACH VILLAGE,2018,10,"14,826","14,205",621,4.2
ROUND LAKE BEACH VILLAGE,2018,11,"15,046","14,254",792,5.3
ROUND LAKE BEACH VILLAGE,2018,12,"15,719","14,116","1,603",10.2
ROUND LAKE BEACH VILLAGE,2018,13,"15,121","14,124",997,6.6
ST. CHARLES CITY,2018,1,"18,470","17,785",685,3.7
ST. CHARLES CITY,2018,2,"18,644","17,963",681,3.7
ST. CHARLES CITY,2018,3,"18,706","18,067",639,3.4
ST. CHARLES CITY,2018,4,"18,632","18,066",566,3
ST. CHARLES CITY,2018,5,"18,838","18,239",599,3.2
ST. CHARLES CITY,2018,6,"19,032","18,271",761,4
ST. CHARLES CITY,2018,7,"19,131","18,384",747,3.9
ST. CHARLES CITY,2018,8,"18,817","18,070",747,4
ST. CHARLES CITY,2018,9,"18,909","18,195",714,3.8
ST. CHARLES CITY,2018,10,"19,054","18,282",772,4.1
ST. CHARLES CITY,2018,11,"19,043","18,340",703,3.7
ST. CHARLES CITY,2018,12,"18,851","18,128",723,3.8
ST. CHARLES CITY,2018,13,"18,844","18,149",695,3.7
SCHAUMBURG VILLAGE,2018,1,"42,869","41,312","1,557",3.6
SCHAUMBURG VILLAGE,2018,2,"43,363","41,829","1,534",3.5
SCHAUMBURG VILLAGE,2018,3,"43,240","41,978","1,262",2.9
SCHAUMBURG VILLAGE,2018,4,"42,979","41,772","1,207",2.8
SCHAUMBURG VILLAGE,2018,5,"43,095","41,917","1,178",2.7
SCHAUMBURG VILLAGE,2018,6,"44,075","42,434","1,641",3.7
SCHAUMBURG VILLAGE,2018,7,"44,021","42,513","1,508",3.4
SCHAUMBURG VILLAGE,2018,8,"43,394","41,961","1,433",3.3
SCHAUMBURG VILLAGE,2018,9,"43,101","41,812","1,289",3
SCHAUMBURG VILLAGE,2018,10,"43,302","41,971","1,331",3.1
SCHAUMBURG VILLAGE,2018,11,"43,299","42,101","1,198",2.8
SCHAUMBURG VILLAGE,2018,12,"43,141","41,941","1,200",2.8
SCHAUMBURG VILLAGE,2018,13,"43,324","41,962","1,362",3.1
SKOKIE VILLAGE,2018,1,"31,749","30,508","1,241",3.9
SKOKIE VILLAGE,2018,2,"32,042","30,890","1,152",3.6
SKOKIE VILLAGE,2018,3,"31,981","31,000",981,3.1
SKOKIE VILLAGE,2018,4,"31,808","30,848",960,3
SKOKIE VILLAGE,2018,5,"31,920","30,955",965,3
SKOKIE VILLAGE,2018,6,"32,657","31,337","1,320",4
SKOKIE VILLAGE,2018,7,"32,565","31,395","1,170",3.6
SKOKIE VILLAGE,2018,8,"32,112","30,988","1,124",3.5
SKOKIE VILLAGE,2018,9,"31,886","30,878","1,008",3.2
SKOKIE VILLAGE,2018,10,"32,040","30,995","1,045",3.3
SKOKIE VILLAGE,2018,11,"32,032","31,091",941,2.9
SKOKIE VILLAGE,2018,12,"31,902","30,973",929,2.9
SKOKIE VILLAGE,2018,13,"32,058","30,988","1,070",3.3
SOUTH HOLLAND VILLAGE,2018,1,"9,800","9,116",684,7
SOUTH HOLLAND VILLAGE,2018,2,"9,888","9,230",658,6.7
SOUTH HOLLAND VILLAGE,2018,3,"9,814","9,263",551,5.6
SOUTH HOLLAND VILLAGE,2018,4,"9,773","9,218",555,5.7
SOUTH HOLLAND VILLAGE,2018,5,"9,794","9,250",544,5.6
SOUTH HOLLAND VILLAGE,2018,6,"10,108","9,364",744,7.4
SOUTH HOLLAND VILLAGE,2018,7,"10,111","9,381",730,7.2
SOUTH HOLLAND VILLAGE,2018,8,"9,926","9,259",667,6.7
SOUTH HOLLAND VILLAGE,2018,9,"9,780","9,227",553,5.7
SOUTH HOLLAND VILLAGE,2018,10,"9,832","9,262",570,5.8
SOUTH HOLLAND VILLAGE,2018,11,"9,819","9,290",529,5.4
SOUTH HOLLAND VILLAGE,2018,12,"9,785","9,255",530,5.4
SOUTH HOLLAND VILLAGE,2018,13,"9,870","9,260",610,6.2
SPRINGFIELD CITY,2018,1,"57,518","54,717","2,801",4.9
SPRINGFIELD CITY,2018,2,"57,913","55,247","2,666",4.6
SPRINGFIELD CITY,2018,3,"58,300","55,711","2,589",4.4
SPRINGFIELD CITY,2018,4,"58,178","55,994","2,184",3.8
SPRINGFIELD CITY,2018,5,"58,233","56,108","2,125",3.6
SPRINGFIELD CITY,2018,6,"58,902","56,014","2,888",4.9
SPRINGFIELD CITY,2018,7,"58,958","56,131","2,827",4.8
SPRINGFIELD CITY,2018,8,"59,156","56,260","2,896",4.9
SPRINGFIELD CITY,2018,9,"58,256","55,764","2,492",4.3
SPRINGFIELD CITY,2018,10,"58,248","55,595","2,653",4.6
SPRINGFIELD CITY,2018,11,"57,624","55,129","2,495",4.3
SPRINGFIELD CITY,2018,12,"57,450","54,565","2,885",5
SPRINGFIELD CITY,2018,13,"58,228","55,603","2,625",4.5
STREAMWOOD VILLAGE,2018,1,"22,985","21,782","1,203",5.2
STREAMWOOD VILLAGE,2018,2,"23,241","22,054","1,187",5.1
STREAMWOOD VILLAGE,2018,3,"23,125","22,133",992,4.3
STREAMWOOD VILLAGE,2018,4,"22,871","22,025",846,3.7
STREAMWOOD VILLAGE,2018,5,"22,796","22,101",695,3
STREAMWOOD VILLAGE,2018,6,"23,354","22,373",981,4.2
STREAMWOOD VILLAGE,2018,7,"23,327","22,415",912,3.9
STREAMWOOD VILLAGE,2018,8,"22,974","22,124",850,3.7
STREAMWOOD VILLAGE,2018,9,"22,766","22,046",720,3.2
STREAMWOOD VILLAGE,2018,10,"22,891","22,129",762,3.3
STREAMWOOD VILLAGE,2018,11,"22,956","22,198",758,3.3
STREAMWOOD VILLAGE,2018,12,"23,018","22,113",905,3.9
STREAMWOOD VILLAGE,2018,13,"23,025","22,124",901,3.9
TINLEY PARK VILLAGE,2018,1,"31,239","29,984","1,255",4
TINLEY PARK VILLAGE,2018,2,"31,589","30,363","1,226",3.9
TINLEY PARK VILLAGE,2018,3,"31,464","30,467",997,3.2
TINLEY PARK VILLAGE,2018,4,"31,235","30,323",912,2.9
TINLEY PARK VILLAGE,2018,5,"31,279","30,428",851,2.7
TINLEY PARK VILLAGE,2018,6,"32,014","30,801","1,213",3.8
TINLEY PARK VILLAGE,2018,7,"31,973","30,859","1,114",3.5
TINLEY PARK VILLAGE,2018,8,"31,466","30,461","1,005",3.2
TINLEY PARK VILLAGE,2018,9,"31,259","30,355",904,2.9
TINLEY PARK VILLAGE,2018,10,"31,437","30,470",967,3.1
TINLEY PARK VILLAGE,2018,11,"31,463","30,563",900,2.9
TINLEY PARK VILLAGE,2018,12,"31,373","30,441",932,3
TINLEY PARK VILLAGE,2018,13,"31,483","30,460","1,023",3.2
URBANA CITY,2018,1,"20,443","19,555",888,4.3
URBANA CITY,2018,2,"21,786","20,936",850,3.9
URBANA CITY,2018,3,"21,791","20,943",848,3.9
URBANA CITY,2018,4,"22,013","21,302",711,3.2
URBANA CITY,2018,5,"21,718","20,910",808,3.7
URBANA CITY,2018,6,"20,880","19,796","1,084",5.2
URBANA CITY,2018,7,"21,097","20,019","1,078",5.1
URBANA CITY,2018,8,"20,425","19,428",997,4.9
URBANA CITY,2018,9,"21,850","20,948",902,4.1
URBANA CITY,2018,10,"22,375","21,351","1,024",4.6
URBANA CITY,2018,11,"22,183","21,254",929,4.2
URBANA CITY,2018,12,"21,904","21,001",903,4.1
URBANA CITY,2018,13,"21,539","20,620",919,4.3
VERNON HILLS VILLAGE,2018,1,"15,251","14,695",556,3.6
VERNON HILLS VILLAGE,2018,2,"15,340","14,805",535,3.5
VERNON HILLS VILLAGE,2018,3,"15,405","14,859",546,3.5
VERNON HILLS VILLAGE,2018,4,"15,454","14,977",477,3.1
VERNON HILLS VILLAGE,2018,5,"15,650","15,118",532,3.4
VERNON HILLS VILLAGE,2018,6,"15,912","15,300",612,3.8
VERNON HILLS VILLAGE,2018,7,"16,007","15,413",594,3.7
VERNON HILLS VILLAGE,2018,8,"15,714","15,104",610,3.9
VERNON HILLS VILLAGE,2018,9,"15,682","15,112",570,3.6
VERNON HILLS VILLAGE,2018,10,"15,737","15,154",583,3.7
VERNON HILLS VILLAGE,2018,11,"15,766","15,206",560,3.6
VERNON HILLS VILLAGE,2018,12,"15,644","15,058",586,3.7
VERNON HILLS VILLAGE,2018,13,"15,630","15,067",563,3.6
VILLA PARK VILLAGE,2018,1,"12,051","11,479",572,4.7
VILLA PARK VILLAGE,2018,2,"12,158","11,624",534,4.4
VILLA PARK VILLAGE,2018,3,"12,114","11,664",450,3.7
VILLA PARK VILLAGE,2018,4,"11,986","11,609",377,3.1
VILLA PARK VILLAGE,2018,5,"12,014","11,649",365,3
VILLA PARK VILLAGE,2018,6,"12,255","11,792",463,3.8
VILLA PARK VILLAGE,2018,7,"12,243","11,814",429,3.5
VILLA PARK VILLAGE,2018,8,"12,040","11,661",379,3.1
VILLA PARK VILLAGE,2018,9,"11,966","11,621",345,2.9
VILLA PARK VILLAGE,2018,10,"12,050","11,665",385,3.2
VILLA PARK VILLAGE,2018,11,"12,060","11,700",360,3
VILLA PARK VILLAGE,2018,12,"12,039","11,654",385,3.2
VILLA PARK VILLAGE,2018,13,"12,081","11,661",420,3.5
WAUKEGAN CITY,2018,1,"45,086","41,476","3,610",8
WAUKEGAN CITY,2018,2,"45,400","41,784","3,616",8
WAUKEGAN CITY,2018,3,"45,438","41,937","3,501",7.7
WAUKEGAN CITY,2018,4,"44,545","42,272","2,273",5.1
WAUKEGAN CITY,2018,5,"44,545","42,670","1,875",4.2
WAUKEGAN CITY,2018,6,"45,559","43,182","2,377",5.2
WAUKEGAN CITY,2018,7,"45,790","43,500","2,290",5
WAUKEGAN CITY,2018,8,"44,845","42,629","2,216",4.9
WAUKEGAN CITY,2018,9,"44,552","42,653","1,899",4.3
WAUKEGAN CITY,2018,10,"44,815","42,770","2,045",4.6
WAUKEGAN CITY,2018,11,"45,089","42,916","2,173",4.8
WAUKEGAN CITY,2018,12,"46,147","42,501","3,646",7.9
WAUKEGAN CITY,2018,13,"45,151","42,524","2,627",5.8
WEST CHICAGO CITY,2018,1,"14,184","13,322",862,6.1
WEST CHICAGO CITY,2018,2,"14,315","13,490",825,5.8
WEST CHICAGO CITY,2018,3,"14,187","13,537",650,4.6
WEST CHICAGO CITY,2018,4,"13,921","13,472",449,3.2
WEST CHICAGO CITY,2018,5,"13,882","13,519",363,2.6
WEST CHICAGO CITY,2018,6,"14,189","13,685",504,3.6
WEST CHICAGO CITY,2018,7,"14,175","13,711",464,3.3
WEST CHICAGO CITY,2018,8,"13,998","13,533",465,3.3
WEST CHICAGO CITY,2018,9,"13,896","13,486",410,3
WEST CHICAGO CITY,2018,10,"14,005","13,538",467,3.3
WEST CHICAGO CITY,2018,11,"14,066","13,579",487,3.5
WEST CHICAGO CITY,2018,12,"14,230","13,525",705,5
WEST CHICAGO CITY,2018,13,"14,087","13,533",554,3.9
WESTMONT VILLAGE,2018,1,"13,117","12,648",469,3.6
WESTMONT VILLAGE,2018,2,"13,270","12,807",463,3.5
WESTMONT VILLAGE,2018,3,"13,257","12,852",405,3.1
WESTMONT VILLAGE,2018,4,"13,195","12,790",405,3.1
WESTMONT VILLAGE,2018,5,"13,222","12,835",387,2.9
WESTMONT VILLAGE,2018,6,"13,516","12,992",524,3.9
WESTMONT VILLAGE,2018,7,"13,497","13,017",480,3.6
WESTMONT VILLAGE,2018,8,"13,302","12,848",454,3.4
WESTMONT VILLAGE,2018,9,"13,230","12,804",426,3.2
WESTMONT VILLAGE,2018,10,"13,278","12,852",426,3.2
WESTMONT VILLAGE,2018,11,"13,265","12,891",374,2.8
WESTMONT VILLAGE,2018,12,"13,221","12,840",381,2.9
WESTMONT VILLAGE,2018,13,"13,281","12,848",433,3.3
WHEATON CITY,2018,1,"28,297","27,354",943,3.3
WHEATON CITY,2018,2,"28,606","27,699",907,3.2
WHEATON CITY,2018,3,"28,554","27,795",759,2.7
WHEATON CITY,2018,4,"28,401","27,663",738,2.6
WHEATON CITY,2018,5,"28,484","27,758",726,2.5
WHEATON CITY,2018,6,"29,122","28,099","1,023",3.5
WHEATON CITY,2018,7,"29,092","28,152",940,3.2
WHEATON CITY,2018,8,"28,644","27,788",856,3
WHEATON CITY,2018,9,"28,488","27,691",797,2.8
WHEATON CITY,2018,10,"28,697","27,797",900,3.1
WHEATON CITY,2018,11,"28,672","27,881",791,2.8
WHEATON CITY,2018,12,"28,528","27,770",758,2.7
WHEATON CITY,2018,13,"28,632","27,787",845,3
WHEELING VILLAGE,2018,1,"22,762","21,779",983,4.3
WHEELING VILLAGE,2018,2,"23,043","22,051",992,4.3
WHEELING VILLAGE,2018,3,"22,960","22,130",830,3.6
WHEELING VILLAGE,2018,4,"22,710","22,022",688,3
WHEELING VILLAGE,2018,5,"22,689","22,098",591,2.6
WHEELING VILLAGE,2018,6,"23,140","22,370",770,3.3
WHEELING VILLAGE,2018,7,"23,078","22,412",666,2.9
WHEELING VILLAGE,2018,8,"22,788","22,121",667,2.9
WHEELING VILLAGE,2018,9,"22,673","22,043",630,2.8
WHEELING VILLAGE,2018,10,"22,765","22,126",639,2.8
WHEELING VILLAGE,2018,11,"22,829","22,195",634,2.8
WHEELING VILLAGE,2018,12,"22,860","22,110",750,3.3
